KIND OF MEDICINE,Item Name,MRP,Landing Cost,Batch No,Expiry Date,Current Stock,COMPANY,Sales Person,Sale Qty,Sale Rate
pcs,ZOLADEX 10.8MG INJ,28890.0,19300.0,SV956,2027-12-01,0,ASTRA ZENECA,,,
pcs,ZOLADEX 10.8MG INJ,28890.0,19700.0,SV956,2027-12-01,0,ASTRA ZENECA,,,
pcs,ZOLADEX 3.6MG INJ,9754.0,7100.0,SV876,2028-01-01,0,ASTRA ZENECA,,,
pcs,SOFRAMYCIN SKIN CREAM,56.74,44.84,I5CH21,2027-09-01,0,AVENTIS,,,
AMPOULE,BYLODEX 8MG/2ML INJ,11.59,3.62,ABG02,2027-06-01,55,AXA PARENTERALS LTD,,,
AMPOULE,CAZENAC AQ INJ 1ML,23.47,2.33,ABE09,2027-04-01,0,AXA PARENTERALS LTD,,,
AMPOULE,CAZENAC AQ INJ 1ML,23.47,2.33,ABF17,2027-05-01,0,AXA PARENTERALS LTD,,,
VIAL,CEFONOX 1GM INJ,71.08,16.7,C25G-01,2027-06-01,0,AXA PARENTERALS LTD,,,
INJ,EZOMU INJ 10ML,196.9,15.01,GD25E-25A,2027-04-01,0,AXA PARENTERALS LTD,,,
VIAL,HEILPRIN INJ 25000IU,341.6,87.36,VBF04,2027-05-01,288,AXA PARENTERALS LTD,,,
VIAL,HEILPRIN INJ 5000IU,120.84,27.25,L1192529B,2027-06-01,288,AXA PARENTERALS LTD,,,
AMPOULE,PARAGAN AMP 2ML,9.04,2.73,ABH05,2027-07-01,0,AXA PARENTERALS LTD,,,
INJ,PIPTUM 4.5GM INJ,455.11,61.43,50325011A,2027-05-01,240,AXA PARENTERALS LTD,,,
AMPOULE,RANCEE 25MG/2ML INJ,7.41,2.18,ABE18,2027-04-01,20,AXA PARENTERALS LTD,,,
VIAL,ROCROSE FCM 10ML,4180.0,179.18,L3962505D,2027-05-01,225,AXA PARENTERALS LTD,,,
PFS,THROMBO-GO 40MG/0.4ML PFS,470.35,73.5,L1532429F,2026-08-01,0,AXA PARENTERALS LTD,,,
PFS,THROMBO-GO 60MG/0.6ML PFS,717.82,94.5,PBD03C,2027-03-01,0,AXA PARENTERALS LTD,,,
pcs,KERENDIA 10 MG,1365.0,877.5,BXJZLE1,2026-02-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1365.0,877.5,BXK04A1,2026-03-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1365.0,877.5,BXK04A2,2026-04-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1365.0,877.5,BXK45D1,2027-02-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1365.0,982.8,BXK5R51,2027-03-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1365.0,982.8,BXK5R52,2026-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1401.5,1009.08,BXK6GP2,2027-10-01,1,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 10 MG,1495.0,1076.4,BXK6GP2,2027-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1365.0,982.8,BXK5TK2,2027-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1401.5,1009.08,BXK6TT1,2027-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1495.0,1076.4,BXK5V41,2027-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1495.0,1076.4,BXK5V51,2027-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1495.0,1076.4,BXK6TT1,2027-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1495.0,1076.4,BXK6TT3,2027-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1365.0,1365.0,BXJVUJ1,2025-08-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1365.0,1365.0,BXK11D1,2026-02-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1365.0,1365.0,BXK5TK2,2027-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,KERENDIA 20 MG,1365.0,1365.0,BXK5V41,2027-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1785.9,1285.85,BXK9ZF1,2028-01-01,48,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1905.0,1371.6,BXK5TN1,2027-09-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1905.0,1371.6,BXK6R92,2027-09-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1905.0,1474.71,BXJZ3K1,2025-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1905.0,1474.71,BXK06D1,2025-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,VERQUVO 10 MG,1905.0,1474.71,BXK63C1,2027-05-31,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 2.5 MG,1905.0,1224.64,BXJZFZ1,2025-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 2.5 MG,1785.9,1285.85,BXK6R71,2027-09-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 2.5 MG,1905.0,1371.6,BXK4PF1,2027-05-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 2.5 MG,1905.0,1371.6,BXK5SS1,2027-05-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 5 MG,1785.9,1285.85,BXK72E1,2027-09-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 5 MG,1905.0,1371.6,BXK5TL1,2027-05-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,VERQUVO 5 MG,1905.0,1905.0,BXK2DC2,2026-02-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 10MG,951.0,645.75,BXK34T1,2026-11-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 10MG,1015.0,652.5,BXK0FH1,2026-06-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 10MG,1015.0,652.5,BXK20L1,2026-08-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 10MG,951.0,684.72,BXK34T1,2026-11-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 10MG,1015.0,730.8,BXK34T1,2026-11-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 15 MG,2192.0,1305.0,BXK2VN1,2026-09-01,1,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 15 MG,2055.0,1479.6,BXK2VN4,2026-12-01,20,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 15 MG,2192.0,1578.24,BXK2ST1,2026-09-01,1,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 15 MG,2192.0,1578.24,BXK2VN2,2026-09-01,13,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 2.5 MG,539.0,346.5,BXK4BC1,2026-12-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 2.5 MG,505.0,363.6,BXK6PL1,2026-12-01,18,BAYER PHARMACEUTICALS PVT. LTD,,,
pcs,XARELTO 2.5 MG,539.0,388.08,BXK6PL1,2026-12-01,2,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXJXVD1,2025-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXJXVD2,2025-10-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXK37K1,2026-11-30,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXK4GI1,2026-11-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXK4GT1,2026-11-30,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1409.14,BXK4GT2,2026-11-30,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2055.0,1479.6,BXK4GT2,2026-11-01,53,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1578.24,BXK25S2,2026-07-01,0,BAYER PHARMACEUTICALS PVT. LTD,,,
mg,XARELTO 20 MG,2192.0,1578.24,BXK4GT2,2026-11-01,7,BAYER PHARMACEUTICALS PVT. LTD,,,
TABLET,GLUCOBAY 25MG TAB,95.5,68.76,PB25201,2027-12-01,10,BAYER ZYDUS PHARMA,,,
TABLET,GLUCOBAY M 25MG TAB,111.5,80.28,PB25509,2028-01-01,0,BAYER ZYDUS PHARMA,,,
TABLET,GLUCOBAY M 50MG TAB,175.3,126.22,PB25417,2028-03-01,0,BAYER ZYDUS PHARMA,,,
TABLET,KERENDIA -10MG,1279.69,990.0,BXK6GP2,2027-10-01,0,BAYER ZYDUS PHARMA,,,
TABLET,KERENDIA -10MG,1279.69,990.0,BXK6GR4,2027-06-01,0,BAYER ZYDUS PHARMA,,,
TABLET,KERENDIA -10MG,1495.0,990.0,BXK6GR4,2027-06-01,49,BAYER ZYDUS PHARMA,,,
pcs,MIRENA,4103.25,3170.99,TU03X92,2026-01-01,0,BAYER ZYDUS PHARMA,,,
pcs,MIRENA,4103.25,3170.99,TU04082,2026-04-01,0,BAYER ZYDUS PHARMA,,,
VIAL,"ULTRAVIST 370MG, 100ML",2323.0,1353.8,KT0KFST,2026-05-01,0,BAYER ZYDUS PHARMA,,,
pcs,BDENZA 160 MG TAB,5906.25,3675.0,POV24084C,2026-08-01,0,BDR PHARMA,,,
pcs,BDENZA 40MG CAP,17983.91,2325.0,BOV24027A,2026-08-01,0,BDR PHARMA,,,
pcs,BDRON 500 MG,25714.26,4500.0,BO250302C,2028-07-01,0,BDR PHARMA,,,
mg,DASATIB 100MG,9855.0,2016.0,TDA5C1404,2026-08-01,0,BDR PHARMA,,,
1 VIAL,XAVITAZ 2.5GM INJ,6636.09,504.0,CCDAX0425,2027-04-01,0,BDR PHARMA,,,
1 VIAL,XAVITAZ 2.5GM INJ,7078.5,604.8,CCDAX0425,2027-04-01,0,BDR PHARMA,,,
1 VIAL,CANZATAX NAB 100MG INJ,7400.0,1730.0,BPAL2409ZD,2026-04-01,0,Beta Drug,,,
1 VIAL,CANZATAX NAB 100MG INJ,7400.0,1730.0,BPAL2507ZC,2027-02-01,0,Beta Drug,,,
pcs,INDIRAB INJ,397.62,240.0,62C25002A,2027-04-01,1,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,240.0,62C25025A,2028-04-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,240.45,62C25022A,2028-03-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,240.45,62C25024A,2028-04-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,245.0,62C25022A,2028-03-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C24011A,2027-04-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C24024A,2027-06-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C24037A,2027-09-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C25001A,2027-01-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C25001A,2027-12-01,0,BHARAT BIOTECH,,,
pcs,INDIRAB INJ,397.62,246.0,62C25002A,2027-12-01,0,BHARAT BIOTECH,,,
ML,REVAC-B 1ML 20 MCG.(ADULT),82.77,80.0,51B25006A,2028-02-01,0,BHARAT BIOTECH,,,
pcs,EUTROPIN 4I.U.INJ,1700.0,568.57,UTR22504,2025-08-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG 10000 IU,974.7,530.0,B10824007,2026-11-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG 5000IU,438.33,180.0,B10924027,2026-09-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG 5000IU,438.33,180.0,B10924031,2026-10-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG H.P. 10000 I.U,974.7,480.0,B10824006,2026-10-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG H.P. 10000 I.U,974.7,480.0,B10825001,2027-01-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,HUCOG H.P. 10000 I.U,974.7,530.0,B10825001,2027-01-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 11.25,9929.01,4299.99,A12625006,2028-04-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 11.25,10409.8,4375.0,A12625002,2028-02-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 11.25,10409.8,4600.0,A12625001,2027-12-01,0,BHARAT SERUMS AND VACCINES LTD,,,
mg,LUPRODEX 22.5MG,18648.5,7550.0,A13524004,2027-06-01,0,BHARAT SERUMS AND VACCINES LTD,,,
mg,LUPRODEX 22.5MG,18648.5,7600.0,A13524003,2027-04-01,0,BHARAT SERUMS AND VACCINES LTD,,,
mg,LUPRODEX 22.5MG,18648.5,7799.99,A13524004,2027-06-01,0,BHARAT SERUMS AND VACCINES LTD,,,
mg,LUPRODEX 22.5MG,18648.5,7799.99,A13524006,2027-10-01,0,BHARAT SERUMS AND VACCINES LTD,,,
mg,LUPRODEX 22.5MG,18648.5,8288.0,A13524005,2027-09-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 3.75 INJ,3144.03,1149.99,A09625016,2028-02-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 3.75 INJ,3353.63,1180.0,A09624033,2027-08-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 3.75 INJ,3353.63,1200.06,A09624039,2027-11-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 3.75 INJ,3353.63,1250.0,A09624030,2027-08-01,0,BHARAT SERUMS AND VACCINES LTD,,,
pcs,LUPRODEX 3M 11.25 MG,10409.23,4700.0,A12623004,2026-07-01,0,BHARAT SERUMS AND VACCINES LTD,,,
IU,TETGLOB 250 IU,1307.02,1279.99,A02825001,2027-12-01,0,BHARAT SERUMS AND VACCINES LTD,,,
IU,TETGLOB 250 IU,1452.74,1279.99,A02825001,2027-12-01,0,BHARAT SERUMS AND VACCINES LTD,,,
IU,TETGLOB 250 IU,1452.94,1279.99,A02825001,2027-12-01,0,BHARAT SERUMS AND VACCINES LTD,,,
1 VIAL,SURE RAB,404.5,226.8,R040925,2028-08-01,0,BIO MED PVT.LTD.,,,
1 VIAL,SURE RAB,397.6,235.0,R100125,2027-12-01,0,BIO MED PVT.LTD.,,,
1 VIAL,SURE RAB,404.5,236.25,R101125,2028-10-01,0,BIO MED PVT.LTD.,,,
1 VIAL,SURE RAB,397.6,245.0,R010225,2028-01-01,0,BIO MED PVT.LTD.,,,
pcs,BIODIB-30,152.7,7.72,SPA253006,2027-11-01,0,BIOCHEM,,,
mg,RAPACAN 1MG TAB,2773.0,250.0,BPSB23063,2025-10-01,0,BIOCHEM,,,
mg,KRABEVA 400 MG,43212.0,7100.0,BF24002871,2027-05-01,0,BIOCIN,,,
mg,KRABEVA 400 MG,43212.0,7100.0,BF24004315,2027-06-01,0,BIOCIN,,,
mg,KRABEVA 400 MG,43212.0,7250.0,BF24004315,2027-06-01,0,BIOCIN,,,
,ABIRAKAST 500 MG,17578.12,3500.0,BT25495C,2027-08-01,0,BIOCON,,,
,ABIRAKAST 500 MG,18750.0,3563.0,ACT2434AB,2027-01-01,0,BIOCON,,,
,ABIRAKAST 500 MG,20000.0,4000.0,ACT2434AB,2027-01-01,0,BIOCON,,,
pcs,ABZORB POWDER,160.0,122.88,SXF1858A,2027-08-01,0,BIOCON,,,
pcs,ABZORB POWDER,160.0,122.88,SXF2651A,2027-11-01,0,BIOCON,,,
gm,ACYLOVIR EYE OINTMENT,61.0,29.58,H626,2027-08-01,0,BIOCON,,,
gm,ACYLOVIR EYE OINTMENT,61.0,29.58,H727,2027-10-01,0,BIOCON,,,
TABLET,AFANAT 30MG,4220.0,4220.0,702888,2025-08-01,0,BIOCON,,,
pcs,AMBILON-50 INJ,9760.0,808.5,3AL24042AC,2026-08-01,0,BIOCON,,,
pcs,AMBILON-50 INJ,6658.0,892.5,ALI2504AC,2027-01-01,0,BIOCON,,,
pcs,AMBILON-50 INJ,7101.9,903.0,ALI2504AC,2027-01-01,0,BIOCON,,,
pcs,AMLOPRES TL 40MG,147.57,113.34,4BA3000,2026-11-01,0,BIOCON,,,
pcs,AMLOPRES TL 40MG,147.57,113.34,5BA0529,2026-12-01,0,BIOCON,,,
pcs,AMLOPRES TL 40MG,147.57,114.52,4BA2864,2026-11-01,0,BIOCON,,,
,AMTAS 5 MG,80.01,61.45,K2502124,2028-08-01,0,BIOCON,,,
pcs,ANTISCORP-PREMIUM COMBIPACK OF SCORPION VENOM,0.1,0.1,ANTISCNA-016,2028-07-01,0,BIOCON,,,
pcs,ANTISCORP-PREMIUM COMBIPACK OF SCORPION VENOM,425.0,411.04,ANTISCNA-017,2028-11-01,0,BIOCON,,,
pcs,ANTISCORP-PREMIUM COMBIPACK OF SCORPION VENOM,425.0,411.04,ANTISCNA-019,2029-05-01,0,BIOCON,,,
pcs,ARACHITOL NANO 60K,419.4,322.09,RPK0039,2026-07-01,0,BIOCON,,,
INJ,ATRANIUM 25 MG INJ,47.54,24.25,BS25002,2026-12-01,0,BIOCON,,,
pcs,BACTIGRAS,351.0,158.37,GS0714,2027-12-01,0,BIOCON,,,
pcs,BACTIGRAS,351.0,224.75,GS0685,2027-10-01,0,BIOCON,,,
VIAL,BDRELIN 11.25MG INJ,18000.0,7392.0,BIV24060A,2026-04-01,0,BIOCON,,,
pcs,BECOSULES CAP,60.49,49.79,2430335N,2026-02-01,0,BIOCON,,,
,BETAM 4 MG,5.06,3.29,ABEK5001A,2027-09-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,22.22,17.24,HD3B,2027-05-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,22.22,17.24,NB7S,2027-08-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,23.3,17.89,A43N,2026-12-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,23.7,18.2,E27F,2027-03-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,23.7,18.2,H93D,2027-04-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,23.7,18.2,HD3B,2027-05-01,0,BIOCON,,,
pcs,BETNOVATE CREAM,45.25,34.75,AL4A,2026-07-01,0,BIOCON,,,
pcs,BEVACIREL 400MG,62578.0,8150.0,BMV1B25001,2027-12-01,0,BIOCON,,,
pcs,BEVACIREL 400MG,56889.56,8943.5,BMV1B23004,2026-05-01,0,BIOCON,,,
pcs,BIOMAB EGFR,65643.92,26785.71,BF22003288,2025-09-01,0,BIOCON,,,
pcs,BIOMAB EGFR,65643.92,26785.71,BF22006583,2026-02-01,0,BIOCON,,,
pcs,BIOMAB EGFR,61541.17,31000.0,BF24007526,2027-12-01,0,BIOCON,,,
AMP,BUPIACT HEAVY 5MG,29.25,16.0,25H43,2027-07-01,0,BIOCON,,,
AMPOULE,CALCIUM GLUCONATE 10%,7.25,4.46,122517,2027-11-01,0,BIOCON,,,
AMPOULE,CALCIUM GLUCONATE 10%,7.0,5.67,CA6A013,2027-12-01,0,BIOCON,,,
AMPOULE,CALCIUM GLUCONATE 10%,7.61,6.05,CG25F2A,2027-01-01,0,BIOCON,,,
pcs,CANMAB-150 MG,26668.13,3100.0,BF24002716,2028-01-01,0,BIOCON,,,
pcs,CANMAB-150 MG,26668.13,3100.0,BF24007843,2028-10-01,0,BIOCON,,,
pcs,CANMAB-150 MG,28446.0,3200.0,BF24002716,2028-01-01,0,BIOCON,,,
pcs,CANMAB-150 MG,25883.76,3300.0,BF23004301,2027-03-01,0,BIOCON,,,
pcs,CANMAB-150 MG,25883.76,3300.0,BF23007232,2026-06-01,0,BIOCON,,,
pcs,CANMAB-440 MG,61288.0,7200.0,BF24003974,2028-02-01,0,BIOCON,,,
pcs,CANMAB-440 MG,61288.0,7399.99,BF24002717,2027-12-01,0,BIOCON,,,
pcs,CANMAB-440 MG,61288.0,7400.0,BF24000038,2027-09-01,0,BIOCON,,,
pcs,CANMAB-440 MG,61288.0,7400.0,BF24002718,2028-01-01,0,BIOCON,,,
pcs,CANMAB-440 MG,61288.0,7400.0,BF24002758,2028-01-01,0,BIOCON,,,
pcs,CARDIVAS 3.12 MG,78.0,59.28,SIG0848A,2028-03-01,0,BIOCON,,,
pcs,CARDIVAS 3.12 MG,78.0,61.15,SIG0848A,2028-03-01,0,BIOCON,,,
pcs,CARDIVAS 3.12 MG,85.5,61.56,SIG2425A,2028-10-01,0,BIOCON,,,
pcs,CARDIVAS 3.12 MG,85.5,65.66,SIG1694A,2028-07-01,0,BIOCON,,,
,CEFTAZIDIME 30MCG/TAZOBACTAM 10MCG,290.0,273.45,0000692471,2026-06-01,0,BIOCON,,,
,CETCIP 10 MG,20.6,6.14,5C10826,2028-05-01,0,BIOCON,,,
1,CETUXA 100 MG,9990.0,6100.0,M1242410A,2026-07-01,0,BIOCON,,,
pcs,CETZINE TAB,30.03,23.06,EMV252445,2028-08-01,0,BIOCON,,,
pcs,CETZINE TAB,31.5,24.44,EMV242068,2027-09-01,0,BIOCON,,,
pcs,CETZINE TAB,32.04,24.61,EMV251429,2028-05-01,0,BIOCON,,,
pcs,CHESTON COLD,70.18,23.71,CND25228,2027-04-01,0,BIOCON,,,
pcs,CHESTON COLD,47.0,47.0,000,2026-03-01,0,BIOCON,,,
pcs,CLONATE LOTION,173.44,134.58,H189,2027-05-01,0,BIOCON,,,
pcs,CLONIDIME 100MG TABS,59.8,13.8,PX8AD32,2027-02-01,0,BIOCON,,,
CREAM,COTARYL SQUAT JAR 75 GM,149.53,114.84,305G003,2027-06-01,0,BIOCON,,,
CREAM,COTARYL SQUAT JAR 75 GM,159.5,122.49,305C003,2027-02-01,0,BIOCON,,,
TABLET,CRET-LOW TAB,182.41,136.58,NFP51219,2027-03-01,0,BIOCON,,,
TABLET,CRET-LOW TAB,182.41,137.9,NFP51101,2027-02-01,0,BIOCON,,,
TABLET,CRET-LOW TAB,205.0,154.97,NFP50145,2026-07-01,0,BIOCON,,,
TABLET,CRINA NCR 15MG TAB,131.3,101.88,EY4417035,2026-10-01,0,BIOCON,,,
pcs,CYCLOPHIL ME-100,541.0,541.0,7255675,2025-05-01,0,BIOCON,,,
,CYCLOSTED - 1000MG,180.0,50.4,HHP25031,2027-10-01,50,BIOCON,,,
,CYCLOSTED - 500 MG,77.0,40.95,HHP25027,2027-09-01,16,BIOCON,,,
1 VIAL,CYPHOS 1GM INJ,134.0,65.1,5GCY25,2027-04-01,0,BIOCON,,,
1 VIAL,CYPHOS 1GM INJ,134.0,66.15,5GCY04,2027-01-01,0,BIOCON,,,
1 VIAL,CYPHOS 1GM INJ,134.0,66.17,5GCY04,2027-01-01,0,BIOCON,,,
1 VIAL,CYPHOS 1GM INJ,134.0,68.25,5GCY04,2027-01-01,0,BIOCON,,,
pcs,D RISE 60K CAP,137.89,105.91,SDR0525,2027-02-01,0,BIOCON,,,
PFS,DARBEREL 40MCG,2798.0,525.0,DPS1B25008,2028-08-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,630.0,462.67,DV2504,2030-01-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,630.0,472.5,DV2504,2030-01-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,630.0,472.5,DV2505,2030-05-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,630.0,473.76,DV2504,2030-01-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,630.0,473.76,DV2505,2030-05-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,672.0,493.52,145599,2026-10-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,672.0,493.52,DV2401,2029-05-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,672.0,493.52,DV2503,2030-01-01,0,BIOCON,,,
TABLET,DAYVIGO 5MG TAB,672.0,516.1,DV2401,2029-05-01,0,BIOCON,,,
pcs,DIGENE GEL MINT 200ML,185.19,142.23,DEM25023,2027-02-01,0,BIOCON,,,
pcs,DUVADILAN TAB,244.23,189.52,DAZA4029,2027-11-01,0,BIOCON,,,
,ECOSPRIN GOLD 20 MG,182.44,150.18,EGTC25057,2027-02-01,0,BIOCON,,,
pcs,ELECTRAL RTD ORANGE,31.5,24.0,000,2026-01-01,0,BIOCON,,,
1 VIAL,ELOPLAT 100MG,4850.0,450.0,BOPI2513YC,2027-07-01,432,BIOCON,,,
1 VIAL,ELOPLAT 100MG,4850.0,450.0,BOPI2513YD,2027-07-01,68,BIOCON,,,
,EMBLAVEO 1.5G/0.5G,7800.0,5750.0,MJ8631AB,2027-04-01,0,BIOCON,,,
,EMBLAVEO 1.5G/0.5G,7800.0,5750.0,MT1719AA,2027-07-01,0,BIOCON,,,
,EMBLAVEO 1.5G/0.5G,7800.0,5950.0,MJ8631AB,2027-04-01,0,BIOCON,,,
,EMBLAVEO 1.5G/0.5G,7800.0,5950.0,MJ8647AA,2027-04-01,0,BIOCON,,,
TABLET,EMPHALIV-25MG TAB,666.5,23.1,GH195003,2027-04-01,0,BIOCON,,,
TABLET,EMPHALIV-25MG TAB,711.0,24.08,GH195002,2027-02-01,0,BIOCON,,,
pcs,ENTEROGERMINA SUSP,79.6,61.13,5I107,2027-02-01,0,BIOCON,,,
,EPINTRIS 50 MG,1775.0,504.0,EPLE25B06-A,2027-04-01,0,BIOCON,,,
1 VIAL,EPITERO 50 MG,1199.0,546.0,EPLI24B14-C,2026-08-01,0,BIOCON,,,
1 VIAL,EPITERO 50 MG,1199.0,556.5,EPLC25B03-B,2027-02-01,0,BIOCON,,,
,ETO-MB 100 MG,95.0,89.25,ADA2509E,2027-10-01,240,BIOCON,,,
,ETO-MB 100 MG,183.0,89.25,ADA2509ESA,2027-10-01,0,BIOCON,,,
,EURELIX PFS,2187.88,283.5,PBSL25018,2027-03-01,0,BIOCON,,,
,EURELIX PFS,2437.11,283.5,SCLAA1502,2027-04-01,0,BIOCON,,,
,EURELIX PFS,2437.11,292.95,SCLAA1503,2027-08-01,0,BIOCON,,,
,EURELIX PFS,2374.06,324.8,SCLAA1501,2027-01-01,0,BIOCON,,,
pcs,EUREPA-1 TAB,317.0,243.46,2HG2L011,2027-07-01,0,BIOCON,,,
pcs,EUREPA-1 TAB,317.0,243.46,2HG2L020,2027-09-01,0,BIOCON,,,
pcs,EUREPA-1 TAB,317.0,245.99,2HG2L022,2027-11-01,0,BIOCON,,,
